submission_date,state,tot_cases,conf_cases,new_case,tot_death,conf_death,new_death
2020-02-17,NV,0,0,0,0,0,0
2020-08-31,ND,12000,12000,184,145,0,2
2022-02-25,ID,423638,332088,2051,4730,3864,8
2020-03-26,NC,660,660,117,4,4,1
2021-09-26,NV,417816,417816,660,7035,0,10
2020-07-22,CA,413576,413576,12807,7793,7793,116
2021-04-15,IL,1292515,1292515,3581,23896,21609,31
2021-02-22,NC,840846,737852,1561,12136,10746,38
2021-08-19,DE,115665,107100,429,1851,1694,2
2021-12-30,MO,1006913,0,8143,16074,0,4
2022-01-07,WA,930627,0,17023,10004,0,30
2020-03-01,AL,0,0,0,1,0,0
2021-03-12,NV,298623,298623,858,5097,0,17
2021-10-15,MT,164669,139703,1142,2128,2128,7
2021-07-09,NC,1009400,863737,722,13668,12054,4
2021-09-01,IL,1528120,1528120,5178,26535,23979,35
2020-08-27,MT,6929,6929,144,98,98,0
2021-11-26,NC,1521852,1285042,1567,18915,16645,20
2022-02-28,NC,2589517,2170565,6113,22570,19717,70
2021-08-02,AL,589263,452167,3267,11828,9425,33
2022-02-27,CA,8941505,8361704,0,83992,0,0
2020-09-06,NC,179516,176245,1155,3153,3137,28
2020-03-14,DE,6,6,0,0,0,0
2020-12-19,MD,248754,0,2201,5709,5523,58
2021-02-19,MO,545979,0,789,8455,0,17
2020-01-31,ID,0,0,0,0,0,0
2021-02-11,AL,477369,378230,1254,10109,8091,37
2021-07-06,CA,3719674,3719674,5730,63238,63238,97
2021-02-08,MT,95914,95914,124,1314,1314,0
2022-02-21,VT,103116,0,859,554,0,4
2021-04-12,NC,926813,802073,1265,12894,11396,12
2020-04-26,NC,8924,8924,296,360,360,21
2021-12-11,CA,5133238,4867604,0,74509,0,0
2020-11-23,ND,74401,74401,1004,883,0,37
2021-09-03,ID,225544,179958,1388,2379,2054,0
2021-08-08,MT,118140,105218,129,1722,1722,0
2020-02-20,MT,0,0,0,0,0,0
2022-01-25,DE,242324,221181,957,2489,2281,9
2021-02-19,CT,273101,256139,1198,7523,6166,27
2021-02-05,CA,3308468,3308468,14021,42413,42413,779
2020-06-28,WA,31631,0,315,1310,0,0
2021-05-07,ID,188788,151224,187,2061,1797,8
2021-11-02,MO,857719,0,1337,12212,0,9
2021-01-30,MS,277283,174760,777,6676,4716,10
2021-02-04,ID,164565,133939,402,1747,1533,-1
2020-10-06,NV,83005,82916,476,1669,0,6
2021-03-19,CT,296691,275540,1207,7832,6443,10
2020-08-11,MO,67028,0,1356,1547,0,13
2020-06-23,IL,138825,137825,601,6911,6707,36
2020-12-18,MI,555870,511276,3027,12513,11840,125
2021-05-04,IL,1343988,1343988,2211,24410,22066,21
2021-05-31,MD,459894,0,117,9673,9459,5
2021-08-04,MT,117328,104510,295,1718,1718,2
2020-11-09,CT,81463,76256,3338,4698,3779,24
2020-10-09,CT,60038,57598,290,4530,3631,3
2021-10-09,MT,159234,136051,554,2082,2082,3
2021-10-14,MO,839418,0,1469,11827,0,6
2020-09-22,AL,145352,131468,648,3862,3361,17
2020-11-24,ME,11027,9916,227,190,189,1
2020-03-08,DE,1,1,0,0,0,0
2021-09-17,IL,1590342,1590342,3601,27175,24546,62
2021-04-18,CA,3616779,3616779,2667,59768,59768,78
2021-11-14,MT,184394,153628,0,2479,2479,0
2021-06-13,WI,676207,611656,66,8013,7206,0
2021-05-20,NC,984497,845698,1069,13357,11781,18
2021-05-20,CA,3668842,3668842,1292,61603,61603,48
2021-11-28,ND,161302,134438,209,1877,0,0
2022-02-19,MO,1387860,0,0,18351,0,0
2021-06-01,CA,3685455,3685455,423,62021,62021,10
2021-12-19,NC,1591580,1339996,3401,19385,17057,19
2021-03-02,IN,663701,0,550,12587,12197,27
2020-06-05,NV,9285,9266,195,452,0,23
2021-05-24,NV,322757,322757,135,5559,0,7
2020-09-05,MT,8164,8164,145,116,116,2
2021-03-25,CA,3553307,3553307,2251,57091,57091,241
2020-02-01,IL,2,0,0,0,0,0
2021-03-02,MO,552471,0,637,8581,0,7
2021-03-22,ID,177760,143106,340,1946,1699,5
2020-12-17,MS,193085,139182,2083,5049,3963,36
2020-02-16,IL,2,0,0,0,0,0
2021-11-12,MT,184394,153628,1181,2479,2479,28
2021-04-09,WI,643951,583935,1194,7375,6672,5
2021-01-21,NV,266343,266343,1200,3910,0,47
2020-08-27,MO,86395,0,1469,1810,0,11
2020-06-04,MO,15031,0,236,923,0,5
2021-07-08,NC,1008678,863201,795,13664,12051,4
2020-11-02,NE,73520,0,939,656,0,2
2020-05-11,MT,459,459,1,16,16,0
2021-03-24,DE,93722,88442,216,1535,1397,0
2021-09-28,MO,817874,0,2140,11485,0,12
2021-11-20,MS,510748,292416,0,10229,6845,0
2021-08-24,VT,25362,0,92,263,0,1
2020-07-09,WI,37210,33908,800,816,809,2
2020-01-22,WI,0,0,0,0,0,0
2020-12-30,DE,58221,55884,883,921,819,23
2020-08-06,NH,6742,0,23,419,0,1
2020-08-31,VT,1484,0,5,57,0,0
2021-06-01,WA,436152,0,399,5789,0,24
2020-08-23,MI,195914,177821,821,6761,6443,12
2021-05-28,WI,674003,609787,265,7830,7053,16
2022-01-16,CA,6789403,6416171,0,76940,0,0
2020-09-05,AL,130462,119740,539,3501,3063,26
2021-02-05,MI,660407,602387,1211,16042,15082,47
2020-02-03,NE,0,0,0,0,0,0
2021-08-03,ID,202032,161470,680,2209,1923,6
2021-02-21,ID,169150,137430,0,1826,1607,0
2022-01-17,VT,77375,0,0,465,0,0
2021-12-09,MT,193543,159990,266,2788,2788,7
2020-08-10,CA,561911,561911,7751,10247,10247,74
2021-03-06,DE,90039,85274,233,1464,1328,11
2020-06-26,ID,5148,4629,283,90,70,0
2020-03-08,ND,0,0,0,0,0,0
2020-02-10,ND,0,0,0,0,0,0
2020-07-22,MD,80172,0,627,3525,3386,10
2020-03-31,NC,1427,1427,194,13,13,2
2020-06-27,MD,66450,0,335,3266,3132,14
2020-08-04,ME,3992,3568,17,124,123,1
2021-12-17,NH,183056,0,1396,1836,0,8
2020-08-02,IL,183224,181943,1467,7714,7517,14
2022-01-16,NE,383915,279988,0,3540,2941,0
2020-07-31,NH,6583,0,39,415,0,0
2020-11-26,MD,190480,0,2319,4735,4564,34
2020-01-30,MT,0,0,0,0,0,0
2020-07-31,NV,48312,48088,1142,856,0,29
2021-11-25,IL,1788752,1788752,3852,29258,26313,0
2020-12-18,MD,246553,0,2569,5651,5465,45
2021-06-20,MS,320577,196236,91,7455,5143,0
2021-06-04,AL,544288,420233,230,11415,9115,6
2020-06-10,WA,24565,0,244,1190,0,14
2021-07-03,MS,322777,197378,123,7498,5167,4
2020-02-04,WA,1,0,0,0,0,0
2020-05-18,WA,18677,0,195,1002,0,1
2022-01-15,ID,340857,268732,1167,4274,3522,4
2021-01-01,ID,141077,116717,0,1436,1269,0
2021-12-09,ND,166600,137614,367,1944,0,0
2020-03-11,IN,9,0,4,0,0,0
2020-12-13,NV,186833,186833,2882,2539,0,19
2020-06-12,VT,1034,0,9,54,0,0
2020-03-14,VT,4,0,2,0,0,0
2021-09-22,WA,633594,0,2331,7373,0,58
2021-10-12,IN,988765,0,1601,16101,15579,47
2022-01-27,VT,94513,0,1461,503,0,2
2021-06-14,NV,327579,327579,147,5624,0,2
2020-07-21,DE,14270,13329,59,527,469,2
2022-02-24,IL,3024663,3024663,1979,36694,32580,80
2020-04-25,AL,6259,6104,182,322,303,13
2021-03-20,NV,300951,300951,271,5171,0,10
2020-04-28,MI,51401,48887,1218,4310,4065,105
2020-06-15,ND,3101,3101,21,77,0,3
2020-09-04,MD,110831,0,819,3915,3760,14
2020-08-29,MS,85396,80337,359,2841,2648,12
2022-01-22,VT,89058,0,0,489,0,0
2021-11-06,IN,1030291,0,0,16915,16354,18
2020-08-20,ID,29120,27139,424,298,269,7
2021-08-08,MI,1021587,913166,282,21227,19957,1
2021-03-26,WI,632945,574870,822,7271,6597,4
2020-12-18,VT,5877,0,90,112,0,0
2021-04-14,WA,379246,0,1108,5357,0,17
2021-04-29,MI,954004,855787,3136,19099,17940,68
2021-11-22,AL,841928,620585,705,16338,12694,7
2021-02-07,ID,165209,134443,0,1767,1553,0
2020-04-25,MO,7422,0,118,395,0,14
2021-06-05,WI,675248,610826,98,7954,7150,0
2020-04-29,MO,8437,0,307,462,0,15
2020-07-01,MS,33700,33272,864,1431,1404,20
2021-05-29,CA,3683309,3683309,1210,61999,61999,-26
2022-01-21,IN,1524527,0,17661,20751,19992,114
2020-12-27,DE,56197,53995,478,897,797,2
2020-11-12,WI,309572,293388,8223,2621,2515,67
2021-07-29,MD,467435,0,505,9842,9623,5
2021-11-04,WI,896366,802117,3338,9523,8580,28
2022-01-12,NE,376695,274578,5041,3527,2931,32
2020-08-20,NC,152479,150446,2061,2689,2682,26
2020-11-19,WI,358113,338472,7448,3010,2876,85
2020-03-16,MT,7,0,0,0,0,0
2021-06-04,MO,602019,0,516,9140,0,2
2021-03-28,WI,634133,575748,470,7274,6598,0
2021-02-10,VT,12198,0,63,189,0,1
2020-06-22,MT,734,734,17,21,21,1
2020-10-18,ND,32637,32637,659,408,0,4
2021-05-02,MD,448989,0,649,9372,9158,13
2021-02-25,MS,295513,183512,539,7009,4886,19
2021-11-07,DE,145903,133549,291,2119,1941,0
2021-09-21,MI,1121357,998555,3511,22048,20713,14
2021-07-18,NV,344474,344474,689,5760,0,1
2022-02-15,NE,451944,323079,226,3870,3182,40
2020-09-15,ID,35810,32947,278,423,385,4
2020-12-07,MD,217329,0,2302,5119,4941,41
2021-01-22,AL,437433,350275,3253,8979,7243,86
2020-05-15,ID,2389,2186,38,73,53,1
2021-08-25,WI,722453,651341,1993,8416,7558,10
2021-09-04,NH,108963,0,250,1427,0,1
2020-06-01,CT,42740,40670,539,3964,3110,20
2020-10-26,MT,28501,28501,621,303,303,6
2020-05-02,VT,813,0,4,51,0,1
2021-02-23,NC,843320,739523,2474,12163,10765,27
2020-09-12,MI,220033,199610,948,6934,6610,5
2022-02-02,WI,1526087,1341808,5447,12509,11254,56
2020-02-16,MD,0,0,0,0,0,0
2021-09-24,ND,129189,114540,637,1604,0,7
2021-02-24,ID,170289,138251,423,1840,1620,0
2021-03-30,ND,103091,96567,211,1466,0,0
2020-03-12,NH,6,0,1,0,0,0
2021-09-15,CA,4574136,4380566,7760,67001,67001,188
2020-10-26,NC,261638,251272,1762,4550,4454,33
2021-01-09,NC,625204,564483,9544,8804,8035,95
2021-10-25,IN,1011197,0,3516,16520,15977,0
2020-06-26,MD,66115,0,338,3252,3118,12
2021-06-04,ME,68154,49869,97,839,811,1
2021-02-12,WA,326097,0,1059,4675,0,42
2020-09-12,MO,108281,0,781,2113,0,26
2022-02-21,ND,236955,178146,53,2174,0,0
2021-06-04,MS,318715,195140,113,7426,5124,2
2022-01-13,MS,625328,356131,8356,10606,7091,17
2021-04-02,ND,103577,96938,117,1466,0,0
2021-06-20,ME,68826,50330,27,854,824,0
2021-01-06,CT,199454,187749,2486,6230,5048,38
2021-12-25,NC,1623990,1366815,6694,19552,17207,26
2021-07-02,ME,69099,50541,30,860,829,0
2022-01-29,MS,717666,408523,0,10831,7254,0
2021-09-17,NC,1333556,1131815,7215,16311,14337,79
2021-09-29,NV,420179,420179,800,7107,0,34
2021-02-19,MT,98377,98377,277,1339,1339,2
2020-10-20,VT,1802,0,11,57,0,0
2021-03-22,DE,93308,88103,179,1531,1394,2
2021-11-12,NE,296106,224021,862,3048,2561,4
2020-09-14,NE,38687,0,311,435,0,1
2020-08-30,AL,124521,115523,786,3342,2928,14
2021-05-13,ME,65348,48161,305,799,773,1
2021-05-12,NE,222326,0,157,2257,0,0
2020-03-09,MD,6,0,1,0,0,0
2021-11-07,NV,455163,443641,0,7713,0,0
2021-08-17,CT,364298,331802,881,8304,6837,-3
2021-12-03,NE,313935,235152,0,3180,2665,0
2020-09-27,MO,131133,0,761,2440,0,31
2021-12-21,CA,5212461,4943227,7766,75164,0,-3
2020-07-15,DE,13662,12731,79,521,463,0
2021-10-29,MO,854073,0,1121,12055,0,4
2020-08-07,NC,134041,132759,1850,2302,2298,24
2021-07-21,NH,100072,0,47,1384,0,0
2020-03-28,WI,989,0,147,13,0,0
2020-12-11,CT,146761,137791,3782,5363,4332,36
2021-05-02,IL,1339728,1339728,1860,24358,22019,28
2020-10-28,IN,169112,0,2548,4213,3990,33
2021-05-04,VT,21711,0,34,243,0,0
2021-08-07,NV,364577,364577,1003,6016,0,11
2021-04-22,VT,20906,0,74,238,0,0
2020-10-13,CT,61697,59237,320,4533,3634,1
2020-08-21,CT,51519,49477,87,4460,3574,2
2020-07-26,NE,24528,0,204,313,0,0
2020-08-18,NC,149061,147180,1272,2623,2616,32
2021-08-20,AL,656132,500501,5464,12666,9995,63
2020-04-16,WA,10876,0,324,583,0,16
2021-08-11,NH,102353,0,148,1393,0,2
2021-12-13,MS,519851,297058,736,10331,6915,5
2022-01-14,MO,1161362,0,9904,16609,0,22
2021-12-07,WA,785893,0,1937,9460,0,24
2021-04-26,IL,1323170,1323170,2137,24150,21836,11
2020-09-15,MS,93922,86905,560,3080,2827,10
2021-10-30,IN,1018638,0,0,16729,16177,50
2021-01-08,WI,544618,502012,4110,5529,5119,52
2021-05-14,WA,419582,0,1541,5622,0,-4
2021-07-17,CT,350810,320742,135,8282,6812,0
2021-06-07,NC,995523,853811,277,13516,11922,11
2021-02-06,MD,362084,0,1500,7789,7588,35
2020-06-11,NH,5209,0,31,308,0,7
2020-07-20,DE,14211,13271,144,525,467,2
2020-12-22,CT,168960,158957,1583,5703,4613,27
2021-05-25,WA,429408,0,1514,5722,0,13
2021-12-13,NV,479762,465906,1680,8201,0,12
2020-02-22,ID,0,0,0,0,0,0
2020-12-24,IN,482863,0,6208,7705,7408,85
2021-04-08,CT,319779,294522,1012,7940,6526,5
2021-05-22,MD,458048,0,521,9602,9388,7
2020-07-27,MI,160683,145863,1596,6512,6197,12
2020-10-14,ID,49892,44651,645,516,475,4
2020-07-25,CT,48776,46806,0,4413,3531,0
2020-12-13,MO,386081,0,1717,5923,0,62
2020-04-23,NC,7723,7723,395,306,306,13
2021-04-22,WI,654510,592994,840,7438,6725,8
2021-12-07,ND,165845,137145,470,1939,0,11
2020-08-05,ME,3997,3581,5,124,123,0
2020-08-13,IN,77565,0,1043,3088,2888,20
2020-09-21,MT,10696,10696,269,162,162,3
2021-04-12,MT,106253,98719,70,1524,1524,1
2021-01-10,NC,633218,571863,8014,8897,8118,93
2021-07-29,MS,343505,208707,1643,7734,5337,12
2020-06-19,ND,3226,3226,33,76,0,1
2020-12-31,DE,58847,56460,626,930,828,9
2021-01-18,MD,328214,0,1769,7029,6835,49
2021-12-01,MS,514639,294438,468,10287,6887,2
2021-12-24,WA,819062,0,5348,9784,0,0
2021-03-12,CA,3520333,3520333,3471,54878,54878,288
2022-02-23,NC,2574867,2159957,3470,22390,19566,94
2021-02-26,NH,74893,0,325,1167,0,4
2022-01-03,AL,923126,677783,8919,16739,12998,11
2020-12-04,NE,135968,0,2098,1186,0,27
2021-08-27,ME,75334,54444,368,929,867,1
2020-03-11,DE,5,5,4,0,0,0
2021-02-23,CT,276691,258845,1357,7572,6211,10
2020-12-15,NH,32545,0,670,604,0,0
2022-01-19,MO,1220014,0,14242,16768,0,151
2021-10-06,MD,539053,0,1077,10563,10335,19
2021-07-06,VT,22861,0,1,250,0,0
2020-01-30,NV,0,0,0,0,0,0
2020-06-07,NE,15549,0,85,188,0,0
2020-09-28,MO,133436,0,2303,2463,0,23
2020-06-13,NE,16561,0,101,216,0,0
2021-07-26,MO,666656,0,2414,9622,0,64
2022-01-08,MI,1855658,1636611,0,29955,27822,0
2020-11-25,CT,109152,101541,1872,4926,3957,45
2021-01-07,MI,609714,559640,2742,14382,13564,88
2020-02-01,MS,0,0,0,0,0,0
2020-07-20,CA,391538,391538,6846,7651,7651,31
2020-07-12,MI,139913,126976,763,6408,6099,9
2020-06-25,MI,118901,108094,1488,6269,5962,9
2020-08-29,WA,74218,0,573,1905,0,0
2022-01-05,MT,200558,164771,1103,2912,2912,1
2020-08-18,ND,8968,8968,186,130,0,2
2021-12-13,CA,5152143,4886509,18905,74685,0,176
2020-06-10,MD,59465,0,561,2952,2825,26
2021-11-05,ND,151644,128595,603,1791,0,3
2020-12-02,MI,494990,455668,6274,10420,9938,115
2020-06-03,NC,30908,30906,819,1046,1046,21
2021-12-13,NE,323702,241425,1836,3271,2736,8
2021-01-09,MT,86102,86102,534,1054,1054,5
2020-11-21,IN,289186,0,6873,5228,4986,40
2020-04-07,NH,747,0,32,13,0,4
2020-12-29,VT,6769,0,75,142,0,3
2020-04-17,MD,11572,0,788,506,480,31
2022-02-19,CA,8867026,8296145,0,82873,0,0
2020-05-30,NH,4545,0,53,242,0,4
2020-08-02,NE,26695,0,276,313,0,0
2020-05-26,AL,15874,15636,589,782,732,18
2021-01-30,WA,310289,0,1720,4284,0,-1
2021-10-04,MS,491724,283051,947,9749,6533,11
2020-07-09,VT,1167,0,14,55,0,0
2020-09-20,WA,83492,0,415,2037,0,0
2021-03-14,NE,205745,0,130,2127,0,0
2021-09-26,AL,786179,591839,1428,15098,11747,52
2021-06-04,VT,22701,0,14,249,0,0
2020-09-11,NE,37886,0,477,434,0,4
2020-12-11,IN,412144,0,7200,6651,6379,70
2021-02-19,WA,332050,0,1272,4822,0,19
2021-01-25,NC,729001,652373,3764,10422,9331,76
2021-12-29,CA,5371564,5097398,20748,75629,0,71
2020-11-24,IN,306544,0,5626,5415,5166,103
2020-11-17,DE,29924,28662,222,742,652,3
2020-02-18,CA,13,13,5,0,0,0
2021-05-10,IN,730306,0,590,13392,12978,1
2021-11-20,MD,577013,0,1017,11134,10903,6
2020-12-26,ME,21881,18770,334,325,320,6
2020-04-25,NV,4539,4539,141,206,0,3
2020-02-18,NH,0,0,0,0,0,0
2021-11-21,ME,115857,82675,0,1272,1173,1
2021-04-30,CA,3638132,3638132,1897,60467,60467,105
2021-10-16,IL,1667609,1667609,1832,28220,25428,23
2020-06-04,IL,124759,124759,929,5736,5736,115
2020-08-23,MO,80050,0,540,1738,0,13
2020-02-01,NC,0,0,0,0,0,0
2020-11-08,CA,966500,966500,9543,18022,18022,78
2021-09-12,NV,403867,403867,983,6718,0,8
2021-05-12,CA,3658198,3658198,1231,61305,61305,59
2020-12-23,MD,257862,0,2465,5889,5702,49
2021-04-17,WI,650949,589940,868,7422,6711,10
2020-07-05,MI,130392,118412,701,6349,6041,6
2020-12-02,MT,64340,64340,1135,713,713,15
2021-09-03,VT,26811,0,153,273,0,1
2020-12-10,MD,225855,0,3202,5256,5075,44
2020-02-11,WI,0,0,0,0,0,0
2021-03-10,DE,90759,85901,186,1492,1355,10
2021-05-30,ND,109944,100980,9,1512,0,0
2022-01-13,VT,77375,0,1893,465,0,0
2020-11-29,CA,1198934,1198934,15614,19189,19189,35
2021-12-24,NC,1617296,1361069,7156,19526,17186,26
2020-09-22,ME,5171,4643,25,140,139,0
2021-11-19,MD,575996,0,1082,11128,10897,12
2020-05-15,ME,1648,1477,45,70,69,1
2020-12-23,ID,133985,111461,1391,1324,1169,11
2021-02-25,MI,685190,622805,1180,16587,15600,21
2020-06-01,NE,14338,0,272,178,0,8
2020-05-31,MT,515,515,10,17,17,0
2021-07-23,CA,3947201,3786031,7984,63741,63741,46
2021-06-18,MI,1001174,895929,159,20947,19693,21
2021-09-03,IL,1538324,1538324,5980,26614,24067,42
2020-10-06,MI,249560,226020,1507,7219,6886,15
2022-01-08,MO,1096628,0,16216,16341,0,11
2021-03-21,AL,510487,400075,298,10870,8684,15
2021-01-14,CT,221544,208489,968,6553,5319,17
2020-04-18,NE,1331,0,165,28,0,4
2020-03-10,VT,1,0,0,0,0,0
2020-12-29,MI,584027,536615,3334,13647,12884,84
2022-01-04,CT,544468,487339,10602,9274,7588,64
2020-09-07,CT,53365,51221,0,4468,3583,0
2022-02-18,NH,293697,0,1510,2333,0,7
2021-05-23,MS,317051,194146,88,7396,5104,1
2021-10-10,CA,4749201,4536273,0,69507,69507,0
2021-07-14,IN,759062,0,583,13925,13499,6
2020-06-19,NH,5450,0,0,331,0,0
2021-05-05,ID,188435,150942,202,2052,1789,0
2020-08-12,ME,4089,3679,20,126,125,0
2021-08-27,DE,118544,109582,528,1875,1717,3
2020-02-26,NC,0,0,0,0,0,0
2021-06-25,NC,1002724,858916,426,13610,12001,11
2021-10-25,NH,132441,0,651,1544,0,1
2020-12-05,MT,67069,67069,633,734,734,7
2021-01-03,MS,226936,152953,1294,5756,4282,35
2021-12-04,AL,847292,623519,278,16445,12775,9
2021-05-29,MT,111785,101221,67,1613,1613,1
2021-04-11,ME,54258,41115,295,751,728,1
2021-01-15,NE,181548,0,771,1818,0,0
2021-06-29,MI,1002808,897268,197,21040,19782,5
2022-01-30,MS,717666,408523,0,10831,7254,0
2021-03-01,CA,3479078,3479078,3516,52032,52032,238
2020-08-22,VT,1421,0,10,57,0,0
2020-11-28,NC,360029,338492,3511,5778,5565,44
2020-07-21,NH,6262,0,13,400,0,2
2021-08-27,ID,217887,173875,834,2327,2015,8
2021-04-05,MD,418188,0,859,8923,8714,16
2021-09-04,ID,226181,180490,637,2386,2060,7
2020-03-08,VT,1,0,1,0,0,0
2021-11-08,CT,405910,368190,941,8790,7202,0
2022-01-24,DE,241367,220304,1188,2480,2272,0
2020-02-12,DE,0,0,0,0,0,0
2020-08-28,ID,31384,29088,262,353,319,10
2020-12-11,DE,45135,43450,1090,815,718,9
2020-02-03,VT,0,0,0,0,0,0
2020-07-21,IL,164878,163703,955,7517,7324,23
2021-07-25,IN,765716,0,634,13956,13528,0
2021-09-16,NV,408733,408733,1475,6821,0,32
2021-09-05,IN,879970,0,3245,14615,14164,0
2022-01-13,MI,1958496,1724431,17788,30522,28326,110
2021-06-06,NE,223811,0,21,2251,0,2
2021-02-25,CA,3460326,3460326,4965,50648,50648,1178
2021-06-06,ID,192941,154407,87,2105,1835,0
2021-06-07,ND,110254,101202,39,1516,0,0
2020-12-25,NH,38902,0,0,690,0,0
2021-04-12,DE,99785,93539,215,1581,1442,3
2020-08-01,DE,15420,14474,94,585,515,0
2020-01-26,CA,0,0,0,0,0,0
2021-10-23,ID,285003,226959,725,3413,2857,10
2021-12-24,NE,332257,246664,0,3327,2775,0
2021-06-06,CA,3689994,3689994,1101,62470,62470,228
2021-11-23,ND,159842,133346,469,1867,0,6
2021-05-16,CA,3664909,3664909,1370,61499,61499,55
2021-05-27,MS,317718,194548,128,7408,5110,5
2020-10-19,NC,246726,237904,1543,4321,4244,18
2020-08-04,MI,171580,155820,1586,6580,6263,6
2020-11-12,IN,230965,0,6591,4798,4560,51
2021-11-11,VT,40355,0,555,376,0,1
2020-11-28,WI,404999,380870,5473,3464,3285,30
2021-06-21,MO,611657,0,733,9248,0,18
2021-06-15,MI,1000675,895501,198,20902,19652,9
2021-02-20,ND,99277,94232,49,1438,0,1
2021-12-18,MD,618326,0,3353,11511,11278,29
2020-09-22,ND,18981,18981,473,203,0,7
2022-01-05,DE,192968,176308,1319,2286,2095,0
2021-12-04,VT,48332,0,509,403,0,1
2020-12-24,WA,231661,0,2608,3184,0,22
2020-04-19,NE,1479,0,148,28,0,0
2022-01-10,CT,605116,544246,31405,9377,7670,0
2020-11-27,NV,146317,146317,1536,2095,0,2
2020-03-10,NV,5,0,1,0,0,0
2021-02-13,MD,370136,0,1159,8019,7817,29
2022-02-25,NC,2583404,2166142,4887,22500,19653,51
2020-09-24,MD,121800,0,503,4036,3879,12
2021-05-12,MT,110317,100064,210,1595,1595,2
2020-11-06,NE,81457,0,2273,701,0,27
2021-09-13,NV,404851,404851,984,6728,0,10
2021-05-15,WA,420574,0,992,5619,0,-3
2020-06-29,MO,24497,0,882,1102,0,3
2020-07-27,IL,173897,172655,1231,7608,7416,18
2021-10-21,IN,1005797,0,2150,16444,15905,27
2021-04-08,MT,105750,98290,224,1494,1494,5
2021-08-25,NV,384135,384135,1362,6376,0,24
2021-08-03,IN,775686,0,1589,14017,13588,13
2020-03-07,WA,84,0,18,16,0,5
2020-08-03,WI,59401,55328,411,956,949,1
2022-02-06,WA,1352729,0,4786,10967,0,0
2020-02-28,NH,0,0,0,0,0,0
2021-09-06,IN,883215,0,3245,14615,14164,0
2021-03-16,VT,15823,0,62,213,0,0
2021-02-12,MI,670111,610403,1269,16274,15301,34
2020-05-03,NE,5637,0,349,78,0,2
2020-10-09,NE,51186,0,1029,514,0,0
2021-12-01,MT,191593,158618,581,2722,2722,51
2021-01-09,ME,29298,24430,279,432,426,0
2021-08-16,VT,24543,0,57,257,0,0
2021-07-09,ME,69218,50635,17,862,831,0
2021-03-31,ME,50788,38896,284,743,720,0
2021-09-03,WA,574694,0,4337,6691,0,48
2021-09-30,NH,120268,0,548,1481,0,2
2020-08-01,MT,4081,4081,116,61,61,1
2021-11-07,ME,107772,76931,0,1207,1113,0
2020-09-06,IL,251508,249580,1403,8390,8171,5
2020-04-08,ME,537,0,18,14,0,2
2021-02-02,VT,11289,0,101,183,0,2
2021-12-02,NC,1535865,1295862,3836,19019,16736,18
2020-08-20,IN,83277,0,941,3179,2974,11
2020-12-23,NH,38512,0,504,677,0,21
2021-03-13,WA,348496,0,694,5123,0,0
2020-08-24,MS,82129,77797,881,2749,2579,36
2020-03-07,ID,0,0,0,0,0,0
2021-08-12,IL,1454208,1454208,3114,26075,23575,27
2021-08-27,NC,1190489,1011612,7970,14794,13019,67
2020-11-13,AL,213916,181493,2241,4884,4171,25
2022-01-17,ME,161393,118169,536,1658,1517,0
2020-10-30,MS,122375,105976,659,3675,3263,8
2021-03-07,WI,621654,566693,377,7106,6481,4
2021-03-22,IN,679646,0,543,12919,12521,0
2020-02-13,WI,0,0,0,0,0,0
2022-01-14,MS,634628,361309,9300,10625,7106,19
2021-07-08,VT,22870,0,5,250,0,0
2022-01-03,WA,880779,0,5589,9853,0,0
2021-01-25,WA,301709,0,891,4148,0,34
2022-02-01,CT,700640,628699,1240,10076,8202,66
2021-01-29,WI,589384,539915,1804,6390,5860,56
2020-05-01,WA,14680,0,330,824,0,10
2021-02-06,CT,259372,243583,0,7214,5895,0
2020-08-08,IN,73287,0,1033,3019,2824,13
2022-01-08,MS,586547,333351,0,10527,7042,0
2021-10-07,MO,831384,0,1595,11690,0,5
2020-06-05,NH,4953,0,77,278,0,5
2020-01-23,ND,0,0,0,0,0,0
2020-02-13,DE,0,0,0,0,0,0
2021-10-19,NH,130040,0,377,1532,0,8
2021-10-08,NH,124208,0,646,1497,0,0
2021-08-31,IN,858566,0,3535,14484,14042,73
2021-04-15,NC,933317,806872,2460,12918,11418,5
2022-01-13,NV,565911,543102,7382,8606,0,22
2021-06-25,AL,547764,422529,177,11505,9185,7
2021-07-24,MT,115305,102831,50,1695,1695,0
2021-05-07,NH,96337,0,203,1311,0,0
2022-01-17,DE,229759,209721,2165,2424,2219,0
2020-07-07,AL,46252,45728,1398,1492,1375,19
2021-04-20,ND,106218,98543,176,1484,0,2
2020-05-16,ID,2419,2203,30,73,53,0
2021-07-24,DE,110729,102956,91,1698,1552,0
2022-02-16,WA,1392393,0,3513,11522,0,149
2021-04-15,NV,309699,309699,549,5359,0,6
2021-01-25,MO,517325,0,2568,7920,0,31
2022-01-04,MD,777286,0,15264,12028,11790,43
2020-07-17,NE,22241,0,227,299,0,0
2020-11-09,CA,971851,971851,5351,18019,18019,-3
2020-06-25,NE,18223,0,123,260,0,3
2021-08-09,NH,102117,0,153,1389,0,0
2020-12-08,CA,1389707,1389707,23272,20087,20087,59
2021-04-15,NE,216079,0,391,2205,0,0
2020-04-09,NH,819,0,31,21,0,3
2021-02-13,ID,167483,136149,258,1803,1587,7
2021-02-15,DE,84944,80616,139,1283,1160,0
